company,year,theme,subtheme,keyword,count
Nvidia,2020,Agile Execution and Organization,Infrastructure/scaling,infrastructure [infrastructures],1
Nvidia,2021,Agile Execution and Organization,Infrastructure/scaling,infrastructure [infrastructures],5
Nvidia,2022,Agile Execution and Organization,Infrastructure/scaling,infrastructure [infrastructures],5
Nvidia,2023,Agile Execution and Organization,Infrastructure/scaling,infrastructure [infrastructures],2
Nvidia,2025,Agile Execution and Organization,Infrastructure/scaling,infrastructure [infrastructures],19
Shell,2014,Agile Execution and Organization,Infrastructure/scaling,infrastructure [infrastructures],0
Shell,2015,Agile Execution and Organization,Infrastructure/scaling,infrastructure [infrastructures],0
Shell,2016,Agile Execution and Organization,Infrastructure/scaling,infrastructure [infrastructures],0
Shell,2020,Agile Execution and Organization,Infrastructure/scaling,infrastructure [infrastructures],0
Shell,2022,Agile Execution and Organization,Infrastructure/scaling,infrastructure [infrastructures],0
Shell,2024,Agile Execution and Organization,Infrastructure/scaling,infrastructure [infrastructures],0
Shell,2025,Agile Execution and Organization,Infrastructure/scaling,infrastructure [infrastructures],0
Amazon,1997,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],1
Amazon,2016,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Amazon,2020,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],1
Amazon,2021,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],3
Amazon,2022,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],2
Amazon,2024,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],1
Amazon,2025,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],6
Chevron,2013,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Chevron,2018,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],1
Chevron,2020,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Chevron,2021,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Chevron,2022,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],5
Chevron,2023,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],1
Chevron,2024,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],1
Nvidia,2017,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Nvidia,2018,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Nvidia,2020,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Nvidia,2021,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Nvidia,2022,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Nvidia,2023,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],1
Nvidia,2025,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Shell,2014,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Shell,2015,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],1
Shell,2016,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Shell,2020,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Shell,2022,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],2
Shell,2024,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],0
Shell,2025,Agile Execution and Organization,Infrastructure/scaling,capacity [capacities],2
Amazon,1997,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Amazon,2016,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Amazon,2020,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Amazon,2021,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Amazon,2022,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Amazon,2024,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Amazon,2025,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Chevron,2013,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Chevron,2018,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Chevron,2020,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Chevron,2021,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Chevron,2022,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Chevron,2023,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Chevron,2024,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Nvidia,2017,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Nvidia,2018,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Nvidia,2020,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Nvidia,2021,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Nvidia,2022,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Nvidia,2023,Agile Execution and Organization,Infrastructure/scaling,supply chain,1
Nvidia,2025,Agile Execution and Organization,Infrastructure/scaling,supply chain,5
Shell,2014,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Shell,2015,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Shell,2016,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Shell,2020,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Shell,2022,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Shell,2024,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Shell,2025,Agile Execution and Organization,Infrastructure/scaling,supply chain,0
Amazon,1997,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Amazon,2016,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Amazon,2020,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Amazon,2021,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Amazon,2022,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Amazon,2024,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",2
Amazon,2025,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Chevron,2013,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Chevron,2018,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",1
Chevron,2020,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Chevron,2021,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Chevron,2022,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",1
Chevron,2023,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Chevron,2024,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",1
Nvidia,2017,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Nvidia,2018,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",2
Nvidia,2020,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",6
Nvidia,2021,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",1
Nvidia,2022,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",1
Nvidia,2023,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",1
Nvidia,2025,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",13
Shell,2014,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Shell,2015,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Shell,2016,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Shell,2020,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Shell,2022,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Shell,2024,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Shell,2025,Agile Execution and Organization,Infrastructure/scaling,"deploy [deployment, deployments, deployed, deploying]",0
Amazon,1997,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",3
Amazon,2016,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Amazon,2020,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Amazon,2021,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",1
Amazon,2022,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Amazon,2024,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",2
Amazon,2025,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",1
Chevron,2013,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Chevron,2018,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Chevron,2020,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Chevron,2021,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",2
Chevron,2022,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",2
Chevron,2023,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",2
Chevron,2024,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",1
Nvidia,2017,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Nvidia,2018,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Nvidia,2020,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Nvidia,2021,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Nvidia,2022,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",1
Nvidia,2023,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Nvidia,2025,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",1
Shell,2014,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Shell,2015,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Shell,2016,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Shell,2020,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Shell,2022,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Shell,2024,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",1
Shell,2025,Agile Execution and Organization,Infrastructure/scaling,"execute [execution, executions, executed, executing, executes] !executive, executives",0
Amazon,1997,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",0
Amazon,2016,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",0
Amazon,2020,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",0
Amazon,2021,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",0
Amazon,2022,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",0
Amazon,2024,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",1
Amazon,2025,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",1
Chevron,2013,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",3
Chevron,2018,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",1
Chevron,2020,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",1
Chevron,2021,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",0
Chevron,2022,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",2
Chevron,2023,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",1
Chevron,2024,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",1
Nvidia,2017,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",0
Nvidia,2018,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",2
Nvidia,2020,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",0
Nvidia,2021,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",1
Nvidia,2022,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",0
Nvidia,2023,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",1
Nvidia,2025,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",1
Shell,2014,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",1
Shell,2015,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",0
Shell,2016,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",1
Shell,2020,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",0
Shell,2022,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",0
Shell,2024,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",0
Shell,2025,Explore vs Exploit,Explore,"explore [exploration, exploring, explored, exploratory, explorer, explorers, explores]",1
Amazon,1997,Explore vs Exploit,Explore,day 1,1
Amazon,2016,Explore vs Exploit,Explore,day 1,9
Amazon,2020,Explore vs Exploit,Explore,day 1,2
Amazon,2021,Explore vs Exploit,Explore,day 1,1
Amazon,2022,Explore vs Exploit,Explore,day 1,0
Amazon,2024,Explore vs Exploit,Explore,day 1,0
Amazon,2025,Explore vs Exploit,Explore,day 1,0
Chevron,2013,Explore vs Exploit,Explore,day 1,0
Chevron,2018,Explore vs Exploit,Explore,day 1,0
Chevron,2020,Explore vs Exploit,Explore,day 1,0
Chevron,2021,Explore vs Exploit,Explore,day 1,0
Chevron,2022,Explore vs Exploit,Explore,day 1,0
Chevron,2023,Explore vs Exploit,Explore,day 1,0
Chevron,2024,Explore vs Exploit,Explore,day 1,0
Nvidia,2017,Explore vs Exploit,Explore,day 1,0
Nvidia,2018,Explore vs Exploit,Explore,day 1,0
Nvidia,2020,Explore vs Exploit,Explore,day 1,0
Nvidia,2021,Explore vs Exploit,Explore,day 1,0
Nvidia,2022,Explore vs Exploit,Explore,day 1,0
Nvidia,2023,Explore vs Exploit,Explore,day 1,0
Nvidia,2025,Explore vs Exploit,Explore,day 1,0
Shell,2014,Explore vs Exploit,Explore,day 1,0
Shell,2015,Explore vs Exploit,Explore,day 1,0
Shell,2016,Explore vs Exploit,Explore,day 1,0
Shell,2020,Explore vs Exploit,Explore,day 1,0
Shell,2022,Explore vs Exploit,Explore,day 1,0
Shell,2024,Explore vs Exploit,Explore,day 1,0
Shell,2025,Explore vs Exploit,Explore,day 1,0
Amazon,1997,Explore vs Exploit,Explore,day one,0
Amazon,2016,Explore vs Exploit,Explore,day one,0
Amazon,2020,Explore vs Exploit,Explore,day one,0
Amazon,2021,Explore vs Exploit,Explore,day one,0
Amazon,2022,Explore vs Exploit,Explore,day one,0
Amazon,2024,Explore vs Exploit,Explore,day one,1
Amazon,2025,Explore vs Exploit,Explore,day one,0
Chevron,2013,Explore vs Exploit,Explore,day one,0
Chevron,2018,Explore vs Exploit,Explore,day one,0
Chevron,2020,Explore vs Exploit,Explore,day one,0
Chevron,2021,Explore vs Exploit,Explore,day one,0
Chevron,2022,Explore vs Exploit,Explore,day one,0
Chevron,2023,Explore vs Exploit,Explore,day one,0
Chevron,2024,Explore vs Exploit,Explore,day one,0
Nvidia,2017,Explore vs Exploit,Explore,day one,0
Nvidia,2018,Explore vs Exploit,Explore,day one,0
Nvidia,2020,Explore vs Exploit,Explore,day one,0
Nvidia,2021,Explore vs Exploit,Explore,day one,0
Nvidia,2022,Explore vs Exploit,Explore,day one,0
Nvidia,2023,Explore vs Exploit,Explore,day one,0
Nvidia,2025,Explore vs Exploit,Explore,day one,0
Shell,2014,Explore vs Exploit,Explore,day one,0
Shell,2015,Explore vs Exploit,Explore,day one,0
Shell,2016,Explore vs Exploit,Explore,day one,0
Shell,2020,Explore vs Exploit,Explore,day one,0
Shell,2022,Explore vs Exploit,Explore,day one,0
Shell,2024,Explore vs Exploit,Explore,day one,0
Shell,2025,Explore vs Exploit,Explore,day one,0
Amazon,1997,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Amazon,2016,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",1
Amazon,2020,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Amazon,2021,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",5
Amazon,2022,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",2
Amazon,2024,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",2
Amazon,2025,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",5
Chevron,2013,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Chevron,2018,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Chevron,2020,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Chevron,2021,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Chevron,2022,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Chevron,2023,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Chevron,2024,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Nvidia,2017,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Nvidia,2018,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Nvidia,2020,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Nvidia,2021,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",1
Nvidia,2022,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Nvidia,2023,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Nvidia,2025,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Shell,2014,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Shell,2015,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Shell,2016,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Shell,2020,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Shell,2022,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Shell,2024,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Shell,2025,Explore vs Exploit,Explore,"experiment [experimentation, experimental, experiments, experimented, experimenting] !experience, experiences, experienced, experiencing",0
Amazon,1997,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",1
Amazon,2016,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Amazon,2020,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Amazon,2021,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",1
Amazon,2022,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Amazon,2024,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Amazon,2025,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Chevron,2013,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",1
Chevron,2018,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",1
Chevron,2020,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Chevron,2021,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",1
Chevron,2022,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Chevron,2023,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Chevron,2024,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Nvidia,2017,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",2
Nvidia,2018,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",2
Nvidia,2020,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",2
Nvidia,2021,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",1
Nvidia,2022,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",1
Nvidia,2023,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",3
Nvidia,2025,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",1
Shell,2014,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",1
Shell,2015,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Shell,2016,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Shell,2020,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Shell,2022,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Shell,2024,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Shell,2025,Explore vs Exploit,Explore,"discover [discovery, discoveries, discovered, discovering]",0
Amazon,1997,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Amazon,2016,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Amazon,2020,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Amazon,2021,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Amazon,2022,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Amazon,2024,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Amazon,2025,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Chevron,2013,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Chevron,2018,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Chevron,2020,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Chevron,2021,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",1
Chevron,2022,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",1
Chevron,2023,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Chevron,2024,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Nvidia,2017,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Nvidia,2018,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Nvidia,2020,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Nvidia,2021,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Nvidia,2022,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Nvidia,2023,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Nvidia,2025,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Shell,2014,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Shell,2015,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Shell,2016,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Shell,2020,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Shell,2022,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Shell,2024,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Shell,2025,Explore vs Exploit,Explore,"pilot [pilots, piloted, piloting]",0
Amazon,1997,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Amazon,2016,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Amazon,2020,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",1
Amazon,2021,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Amazon,2022,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",3
Amazon,2024,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Amazon,2025,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",2
Chevron,2013,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Chevron,2018,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Chevron,2020,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",1
Chevron,2021,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",3
Chevron,2022,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",1
Chevron,2023,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Chevron,2024,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
